period,artifact,dcterms:coverage_temporal,xsd:gDate_earliestStart,xsd:gDate_latestStart,xsd:gDate_earliestEnd,xsd:gDate_latestEnd,skos:CloseMatch,significance,source_name
41TA301,Prehistoric,,,-12550,1690,,,0.051,"AR-TX_EHA_02-110024.txt"
41TA305,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.136,"AR-TX_EHA_02-110024.txt"
41TA304,Prehistoric,,,-12550,1690,,,0.085,"AR-TX_EHA_02-110024.txt"
41TA303,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.059,"AR-TX_EHA_02-110024.txt"
41TA305,Prehistoric,,,-12550,1690,,,0.136,"AR-TX_EHA_02-110024.txt"
41TA307,Prehistoric,,,-12550,1690,,,0.102,"AR-TX_EHA_02-110024.txt"
41TA268,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.017,"AR-TX_EHA_02-110024.txt"
41TA298,Prehistoric,,,-12550,1690,,,0.11,"AR-TX_EHA_02-110024.txt"
41TA268,Late Archaic,,,-2050,0650,0750,http://n2t.net/ark:/99152/p0m448vtqnz,0.017,"AR-TX_EHA_02-110024.txt"
41TA302,Prehistoric,,,-12550,1690,,,0.059,"AR-TX_EHA_02-110024.txt"
41HY209,Late Prehistoric,,,0630,1700,,http://n2t.net/ark:/99152/p0m448vvmv7,0.229,"AR-TX_EHA-A_02-120016.txt"
41KM16,Late Prehistoric,,,0630,1700,,http://n2t.net/ark:/99152/p0m448vvmv7,0.029,"AR-TX_EHA-A_02-120016.txt"
41BX228,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.071,"AR-TX_EHA-A_02-120016.txt"
41BC114,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.014,"AR-TX_EHA-A_02-120016.txt"
41HY209,Late Archaic,,-1200,-1050,0650,0950,http://n2t.net/ark:/99152/p0m448vtqnz,0.229,"AR-TX_EHA-A_02-120016.txt"
41HY231,Historic Period,,,1690,1950,,http://n2t.net/ark:/99152/p07fthdvbjk,0.029,"AR-TX_EHA-A_02-120016.txt"
41HY446,Historic Period,,,1690,1950,,http://n2t.net/ark:/99152/p07fthdvbjk,0.029,"AR-TX_EHA-A_02-120016.txt"
41HY188,Late Prehistoric,,,0630,1700,,http://n2t.net/ark:/99152/p0m448vvmv7,0.029,"AR-TX_EHA-A_02-120016.txt"
41KR243,Early Archaic,,-7050,-6950,-4050,-3550,http://n2t.net/ark:/99152/p0m448vxj6h,0.014,"AR-TX_EHA-A_02-120016.txt"
41TV441,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.114,"AR-TX_EHA-A_02-120016.txt"
41HY160,Late Prehistoric,,,0630,1700,,http://n2t.net/ark:/99152/p0m448vvmv7,0.029,"AR-TX_EHA-A_02-120016.txt"
41HY209,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.229,"AR-TX_EHA-A_02-120016.txt"
41HY202,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.071,"AR-TX_EHA-A_02-120016.txt"
41HY202,Early Archaic,,-7050,-6950,-4050,-3550,http://n2t.net/ark:/99152/p0m448vxj6h,0.071,"AR-TX_EHA-A_02-120016.txt"
41WM432,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.043,"AR-TX_EHA-A_02-120016.txt"
41HY231,Late Prehistoric,,,0630,1700,,http://n2t.net/ark:/99152/p0m448vvmv7,0.029,"AR-TX_EHA-A_02-120016.txt"
41HY209,Early Archaic,,-7050,-6950,-4050,-3550,http://n2t.net/ark:/99152/p0m448vxj6h,0.229,"AR-TX_EHA-A_02-120016.txt"
41KM16,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.029,"AR-TX_EHA-A_02-120016.txt"
41TG91,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.024,"AR-TX_FNETA_01-047.txt"
41TV40,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.044,"AR-TX_FNETA_01-047.txt"
41TV42,Early Historic,,1730,1690,1720,,http://n2t.net/ark:/99152/p07fthdjjrw,0.01,"AR-TX_FNETA_01-047.txt"
41TG45,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.024,"AR-TX_FNETA_01-047.txt"
41WM130,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.01,"AR-TX_FNETA_01-047.txt"
41SS28,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.034,"AR-TX_FNETA_01-047.txt"
41WM437,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.053,"AR-TX_FNETA_01-047.txt"
41ST87,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.019,"AR-TX_FNETA_01-047.txt"
41TV142,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.01,"AR-TX_FNETA_01-047.txt"
41MS32,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.01,"AR-TX_FNETA_01-047.txt"
41TV441,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.015,"AR-TX_FNETA_01-047.txt"
41HY209,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.015,"AR-TX_FNETA_01-047.txt"
41TG346,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.019,"AR-TX_FNETA_01-047.txt"
41TG91,Toyah,Caddo Ceramics,1450,,,150,,0.024,"AR-TX_FNETA_01-047.txt"
41TA125,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.01,"AR-TX_FNETA_01-047.txt"
41BN33,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.015,"AR-TX_FNETA_01-047.txt"
41ME147,Toyah,Guerrero Point,300,,,150,,0.029,"AR-TX_FNETA_01-047.txt"
41TG346,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.019,"AR-TX_FNETA_01-047.txt"
41BN33,Prehistoric,,,-12550,1690,,,0.015,"AR-TX_FNETA_01-047.txt"
41KM16,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.005,"AR-TX_FNETA_01-047.txt"
41UV2,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.01,"AR-TX_FNETA_01-047.txt"
41TV42,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.01,"AR-TX_FNETA_01-047.txt"
41HY202,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.024,"AR-TX_FNETA_01-047.txt"
41LL4,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.01,"AR-TX_FNETA_01-047.txt"
41SS2,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.015,"AR-TX_FNETA_01-047.txt"
41IR38,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.01,"AR-TX_FNETA_01-047.txt"
41TA123,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.034,"AR-TX_FNETA_01-047.txt"
41NL19,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.01,"AR-TX_FNETA_01-047.txt"
41SS20,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.01,"AR-TX_FNETA_01-047.txt"
41TV441,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.015,"AR-TX_FNETA_01-047.txt"
41WM71,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.01,"AR-TX_FNETA_01-047.txt"
41TV42,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.01,"AR-TX_FNETA_01-047.txt"
41TV5,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.019,"AR-TX_FNETA_01-047.txt"
41KM16,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,1.0,"AR-TX_GMI_02-548.txt"
41VV444,Prehistoric,Pandale Dart,5999,,,-800,,0.219,"AR-TX_HESI_02_170011-AR.txt"
41VV431,Prehistoric,,,-12550,1690,,,0.29,"AR-TX_HESI_02_170011-AR.txt"
41VV431,Late Archaic Period,Ensor Projectile Point,2199,,,1400,,0.29,"AR-TX_HESI_02_170011-AR.txt"
41VV187,Late Archaic,,,-2050,0650,0750,http://n2t.net/ark:/99152/p0m448vtqnz,0.006,"AR-TX_HESI_02_170011-AR.txt"
41VV188,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.012,"AR-TX_HESI_02_170011-AR.txt"
41VV1820,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.006,"AR-TX_HESI_02_170011-AR.txt"
41VV432,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.266,"AR-TX_HESI_02_170011-AR.txt"
41VV99,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.012,"AR-TX_HESI_02_170011-AR.txt"
41VV169,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.006,"AR-TX_HESI_02_170011-AR.txt"
41VV432,Late Archaic,,,-2050,0650,0750,http://n2t.net/ark:/99152/p0m448vtqnz,0.266,"AR-TX_HESI_02_170011-AR.txt"
41VV444,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.219,"AR-TX_HESI_02_170011-AR.txt"
41VV188,Archaic,,,-6850,0650,0750,http://n2t.net/ark:/99152/p07fthdxxsh,0.012,"AR-TX_HESI_02_170011-AR.txt"
41VV431,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.29,"AR-TX_HESI_02_170011-AR.txt"
41VV169,Historic Period,,,1690,1950,,http://n2t.net/ark:/99152/p07fthdvbjk,0.006,"AR-TX_HESI_02_170011-AR.txt"
41VV432,Prehistoric,,,-12550,1690,,,0.266,"AR-TX_HESI_02_170011-AR.txt"
41TV2067,Prehistoric,,,-12550,1690,,,0.028,"AR-TX_HESI_02_170015-AR.txt"
41WM460,Prehistoric,,,-12550,1690,,,0.1,"AR-TX_HESI_02_170042-AR.txt"
41TV189,Prehistoric,,,-12550,1690,,,0.027,"AR-TX_HESI_02_170058-AR.txt"
41WM480,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.5,"AR-TX_HESI_02-170124-AR.txt"
41KM16,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.5,"AR-TX_HESI_02-170124-AR.txt"
41WM1380,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.182,"AR-TX_HESI_02_170158-AR.txt"
41WM462,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.003,"AR-TX_HESI_02_170158-AR.txt"
41WM462,Archaic,,,-6850,0650,0750,http://n2t.net/ark:/99152/p07fthdxxsh,0.003,"AR-TX_HESI_02_170158-AR.txt"
41WM1381,Prehistoric,,,-12550,1690,,,0.176,"AR-TX_HESI_02_170158-AR.txt"
41WM1167,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.003,"AR-TX_HESI_02_170158-AR.txt"
41WM12,Prehistoric,,,-12550,1690,,,0.247,"AR-TX_HESI_02_170158-AR.txt"
41WM739,Prehistoric,,,-12550,1690,,,0.003,"AR-TX_HESI_02_170158-AR.txt"
41WM12,Late Paleoindian,,,-8050,-6050,,http://n2t.net/ark:/99152/p0m448vm427,0.247,"AR-TX_HESI_02_170158-AR.txt"
41WM1379,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.291,"AR-TX_HESI_02_170158-AR.txt"
41WM465,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.007,"AR-TX_HESI_02_170158-AR.txt"
41WM1381,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.176,"AR-TX_HESI_02_170158-AR.txt"
41WM1270,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.003,"AR-TX_HESI_02_170158-AR.txt"
41WM12,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.247,"AR-TX_HESI_02_170158-AR.txt"
41WM1270,Late Archaic,,,-2050,0650,0750,http://n2t.net/ark:/99152/p0m448vtqnz,0.003,"AR-TX_HESI_02_170158-AR.txt"
41BX1817,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.038,"AR-TX_HESI_2018-001.txt"
41WM510,Prehistoric,,,-12550,1690,,,0.009,"AR-TX_HESI_2018-013.txt"
41WM555,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.43,"AR-TX_HESI_2018-013.txt"
41WM596,Archaic,,,-6850,0650,0750,http://n2t.net/ark:/99152/p07fthdxxsh,0.009,"AR-TX_HESI_2018-013.txt"
41WM1401,Early Archaic Period,,,-6499,-3599,,http://n2t.net/ark:/99152/p0qkjhb4hmc,0.404,"AR-TX_HESI_2018-013.txt"
41WM101,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.009,"AR-TX_HESI_2018-013.txt"
41WM1401,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.404,"AR-TX_HESI_2018-013.txt"
41WM555,Early Archaic Period,,,-6499,-3599,,http://n2t.net/ark:/99152/p0qkjhb4hmc,0.43,"AR-TX_HESI_2018-013.txt"
41WM1048,Prehistoric,,,-12550,1690,,,0.009,"AR-TX_HESI_2018-013.txt"
41WM1401,Prehistoric,,,-12550,1690,,,0.404,"AR-TX_HESI_2018-013.txt"
41BX698,Prehistoric,,,-12550,1690,,,0.5,"AR-TX_HESI_2019-001.txt"
41WM457,Prehistoric,,,-12550,1690,,,0.1,"AR-TX_HESI_2019-008.txt"
41WM458,Prehistoric,,,-12550,1690,,,0.333,"AR-TX_HESI_2019-009.txt"
41WM1402,Prehistoric,,,-12550,1690,,,0.8,"AR-TX_HESI_2019-010.txt"
41WM1117,Prehistoric,,,-12550,1690,,,0.067,"AR-TX_HESI_2019-010.txt"
41WM1402,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.8,"AR-TX_HESI_2019-010.txt"
41MD27,Prehistoric,,,-12550,1690,,,0.5,"AR-TX_HESI_2019-011.txt"
41HY399,Prehistoric,,,-12550,1690,,,0.03,"AR-TX_HESI_2019-017.txt"
41HY288,Prehistoric,,,-12550,1690,,,0.09,"AR-TX_HESI_2019-017.txt"
41HY273,Prehistoric,,,-12550,1690,,,0.008,"AR-TX_HESI_2019-017.txt"
41HY404,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.03,"AR-TX_HESI_2019-017.txt"
41HY288,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.09,"AR-TX_HESI_2019-017.txt"
41HY399,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.03,"AR-TX_HESI_2019-017.txt"
41HY408,Prehistoric,,,-12550,1690,,,0.008,"AR-TX_HESI_2019-017.txt"
41HY287,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.233,"AR-TX_HESI_2019-017.txt"
41HY398,Prehistoric,,,-12550,1690,,,0.03,"AR-TX_HESI_2019-017.txt"
41HY410,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.03,"AR-TX_HESI_2019-017.txt"
41HY397,Prehistoric,,,-12550,1690,,,0.03,"AR-TX_HESI_2019-017.txt"
41HY397,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.03,"AR-TX_HESI_2019-017.txt"
41HY398,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.03,"AR-TX_HESI_2019-017.txt"
41HY404,Prehistoric,,,-12550,1690,,,0.03,"AR-TX_HESI_2019-017.txt"
41HY411,Prehistoric,,,-12550,1690,,,0.03,"AR-TX_HESI_2019-017.txt"
41HY308,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.053,"AR-TX_HESI_2019-017.txt"
41HY410,Prehistoric,,,-12550,1690,,,0.03,"AR-TX_HESI_2019-017.txt"
41HY272,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.241,"AR-TX_HESI_2019-017.txt"
41HY290,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.03,"AR-TX_HESI_2019-017.txt"
41HY272,Prehistoric,,,-12550,1690,,,0.241,"AR-TX_HESI_2019-017.txt"
41HY307,Prehistoric,,,-12550,1690,,,0.083,"AR-TX_HESI_2019-017.txt"
41MD1,Paleoindian period,,,-9550,-6850,,http://n2t.net/ark:/99152/p07fthdqd8t,0.333,"AR-TX_HESI_2019-018.txt"
41MD36,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.667,"AR-TX_HESI_2019-018.txt"
41MD36,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.667,"AR-TX_HESI_2019-019.txt"
41MD1,Paleoindian period,,,-9550,-6850,,http://n2t.net/ark:/99152/p07fthdqd8t,0.333,"AR-TX_HESI_2019-019.txt"
41MD27,Prehistoric,,,-12550,1690,,,0.5,"AR-TX_HESI_2019-020.txt"
41BX1317,Late Archaic,,,-2050,0650,0750,http://n2t.net/ark:/99152/p0m448vtqnz,0.083,"AR-TX_HESI_2019-024.txt"
41BX1317,Prehistoric,,,-12550,1690,,,0.083,"AR-TX_HESI_2019-024.txt"
41BX565,Prehistoric,,,-12550,1690,,,0.125,"AR-TX_HESI_2019-028.txt"
41HY163,Prehistoric,,,-12550,1690,,,0.5,"AR-TX_JTAH_02-001.txt"
41HY163,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.5,"AR-TX_JTAH_02-001.txt"
41HY163,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.5,"AR-TX_JTAH_02.001.txt"
41HY163,Prehistoric,,,-12550,1690,,,0.5,"AR-TX_JTAH_02.001.txt"
41TG352,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.004,"AR-TX_LCRA_04-014.txt"
41TG660,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.039,"AR-TX_LCRA_04-014.txt"
41TG631,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.022,"AR-TX_LCRA_04-014.txt"
41TG352,Late Archaic,,,-2050,0650,0750,http://n2t.net/ark:/99152/p0m448vtqnz,0.004,"AR-TX_LCRA_04-014.txt"
41TG630,Prehistoric,,,-12550,1690,,,0.03,"AR-TX_LCRA_04-014.txt"
41TG57,Early Archaic,,,-6850,-4050,,http://n2t.net/ark:/99152/p0m448vxj6h,0.002,"AR-TX_LCRA_04-014.txt"
41TG91,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.004,"AR-TX_LCRA_04-014.txt"
41TG647,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.045,"AR-TX_LCRA_04-014.txt"
41TG569,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.002,"AR-TX_LCRA_04-014.txt"
41TG639,Early Archaic,,,-6850,-4050,,http://n2t.net/ark:/99152/p0m448vxj6h,0.02,"AR-TX_LCRA_04-014.txt"
41TG346,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.006,"AR-TX_LCRA_04-014.txt"
41TG570,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.002,"AR-TX_LCRA_04-014.txt"
41IR116,Late Archaic,,,-2050,0650,0750,http://n2t.net/ark:/99152/p0m448vtqnz,0.002,"AR-TX_LCRA_04-014.txt"
41IR25,Late Archaic,,,-2050,0650,0750,http://n2t.net/ark:/99152/p0m448vtqnz,0.002,"AR-TX_LCRA_04-014.txt"
41TG309,Early Archaic,,,-6850,-4050,,http://n2t.net/ark:/99152/p0m448vxj6h,0.006,"AR-TX_LCRA_04-014.txt"
41TG577,Prehistoric,,,-12550,1690,,,0.022,"AR-TX_LCRA_04-014.txt"
41SL30,Prehistoric,,,-12550,1690,,,0.024,"AR-TX_LCRA_04-014.txt"
41TG658,Prehistoric,,,-12550,1690,,,0.017,"AR-TX_LCRA_04-014.txt"
41TG650,Prehistoric,,,-12550,1690,,,0.024,"AR-TX_LCRA_04-014.txt"
41TG634,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.022,"AR-TX_LCRA_04-014.txt"
41TG640,Prehistoric,,,-12550,1690,,,0.1,"AR-TX_LCRA_04-014.txt"
41TG635,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.024,"AR-TX_LCRA_04-014.txt"
41TG278,Prehistoric,,,-12550,1690,,,0.019,"AR-TX_LCRA_04-014.txt"
41TG660,Prehistoric,,,-12550,1690,,,0.039,"AR-TX_LCRA_04-014.txt"
41TG647,Prehistoric,,,-12550,1690,,,0.045,"AR-TX_LCRA_04-014.txt"
41TG346,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.006,"AR-TX_LCRA_04-014.txt"
41TG307,Early Archaic,,,-6850,-4050,,http://n2t.net/ark:/99152/p0m448vxj6h,0.006,"AR-TX_LCRA_04-014.txt"
41TG626,Prehistoric,,,-12550,1690,,,0.022,"AR-TX_LCRA_04-014.txt"
41TG151,Late Archaic,Williams Point,3999,,,1999,,0.002,"AR-TX_LCRA_04-014.txt"
41TG648,Prehistoric,,,-12550,1690,,,0.035,"AR-TX_LCRA_04-014.txt"
41TG642,Prehistoric,,,-12550,1690,,,0.045,"AR-TX_LCRA_04-014.txt"
41TG653,Prehistoric,,,-12550,1690,,,0.017,"AR-TX_LCRA_04-014.txt"
41TG640,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.1,"AR-TX_LCRA_04-014.txt"
41TG54,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.002,"AR-TX_LCRA_04-014.txt"
41TG177,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.002,"AR-TX_LCRA_04-014.txt"
41TG12,Prehistoric,,,-12550,1690,,,0.002,"AR-TX_LCRA_04-014.txt"
41TG233,Late Archaic,,,-2050,0650,0750,http://n2t.net/ark:/99152/p0m448vtqnz,0.004,"AR-TX_LCRA_04-014.txt"
41TG201,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.004,"AR-TX_LCRA_04-014.txt"
41SS177,Historic Period,,,1690,1950,,http://n2t.net/ark:/99152/p07fthdvbjk,0.051,"AR-TX_LCRA_04-015.txt"
41SS178,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.753,"AR-TX_LCRA_04-015.txt"
41SS177,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.051,"AR-TX_LCRA_04-015.txt"
41TG307,Early Archaic,,,-6850,-4050,,http://n2t.net/ark:/99152/p0m448vxj6h,0.004,"AR-TX_LCRA_04-015.txt"
41SS113,Prehistoric,,,-12550,1690,,,0.016,"AR-TX_LCRA_04-015.txt"
41SS175,Prehistoric,,,-12550,1690,,,0.016,"AR-TX_LCRA_04-015.txt"
41SS181,Prehistoric,,,-12550,1690,,,0.012,"AR-TX_LCRA_04-015.txt"
41SS178,Early Historic,,1730,1690,1720,,http://n2t.net/ark:/99152/p07fthdjjrw,0.753,"AR-TX_LCRA_04-015.txt"
41SS176,,Darl Point,2499,,,1300,,0.039,"AR-TX_LCRA_04-015.txt"
41SS176,Late Archaic,Darl Point,2499,,,1300,,0.039,"AR-TX_LCRA_04-015.txt"
41SS177,Prehistoric,,,-12550,1690,,,0.051,"AR-TX_LCRA_04-015.txt"
41KM16,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.004,"AR-TX_LCRA_04-015.txt"
41SS178,Historic Period,,,1690,1950,,http://n2t.net/ark:/99152/p07fthdvbjk,0.753,"AR-TX_LCRA_04-015.txt"
41SS176,Historic Period,,,1690,1950,,http://n2t.net/ark:/99152/p07fthdvbjk,0.039,"AR-TX_LCRA_04-015.txt"
41SS176,Prehistoric,,,-12550,1690,,,0.039,"AR-TX_LCRA_04-015.txt"
41TV250,Prehistoric,,,-12550,1690,,,0.004,"AR-TX_LCRA_04-015.txt"
41SS177,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.051,"AR-TX_LCRA_04-015.txt"
41SS176,Late Archaic II,,,-0599,0600,,http://n2t.net/ark:/99152/p0t35856b5j,0.039,"AR-TX_LCRA_04-015.txt"
41SS178,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.753,"AR-TX_LCRA_04-015.txt"
41BN33,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.008,"AR-TX_LCRA_04-015.txt"
41SS178,,Darl Point,2499,,,1300,,0.753,"AR-TX_LCRA_04-015.txt"
41HY203,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.008,"AR-TX_LCRA_04-015.txt"
41TG309,Early Archaic,,,-6850,-4050,,http://n2t.net/ark:/99152/p0m448vxj6h,0.004,"AR-TX_LCRA_04-015.txt"
41SS182,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.012,"AR-TX_LCRA_04-015.txt"
41HY202,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.012,"AR-TX_LCRA_04-015.txt"
41SS178,Austin Period,,0600,0850,1150,1400,http://n2t.net/ark:/99152/p0qkjhbpg5s,0.753,"AR-TX_LCRA_04-015.txt"
41SS178,Archaic,,,-6850,0650,0750,http://n2t.net/ark:/99152/p07fthdxxsh,0.753,"AR-TX_LCRA_04-015.txt"
41SS113,Historic Period,,,1690,1950,,http://n2t.net/ark:/99152/p07fthdvbjk,0.016,"AR-TX_LCRA_04-015.txt"
41TG346,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.004,"AR-TX_LCRA_04-015.txt"
41SS178,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.753,"AR-TX_LCRA_04-015.txt"
41SS182,Historic Period,,,1690,1950,,http://n2t.net/ark:/99152/p07fthdvbjk,0.012,"AR-TX_LCRA_04-015.txt"
41SS175,Late Archaic II,,,-0599,0600,,http://n2t.net/ark:/99152/p0t35856b5j,0.016,"AR-TX_LCRA_04-015.txt"
41SS178,Prehistoric,,,-12550,1690,,,0.753,"AR-TX_LCRA_04-015.txt"
